category,headline,authors,link,short_description,date
ENTERTAINMENT,Casting News Reveals 5 Major Spoilers For 'Game Of Thrones' Season 6,Bill Bradley,https://www.huffingtonpost.com/entry/game-of-thrones-spoilers-season-6_n_7444072.html,,2015-05-27
ENTERTAINMENT,Justin Timberlake & David Fincher: 'The Social Network' Director To Direct JT's 'Suit & Tie' Music Video,Madeline Boardman,https://www.huffingtonpost.com/entry/justin-timberlake-david-fincher-the-social-network-director-direct-jt-suit-and-tie_us_5bb41556e4b066f8d2547927,"[via The Playlist] It was announced this week that Timberlake will be performing at the 55th Annual Grammy Awards, joining",2013-02-02
ENTERTAINMENT,Khloe Kardashian Files For Divorce (Again) From Lamar Odom,Carly Ledbetter,https://www.huffingtonpost.com/entry/khloe-kardashian-files-for-divorce-again-from-lamar-odom_us_57483b17e4b0dacf7ad492ea,There is no keeping up with these two.,2016-05-27
ENTERTAINMENT,George R.R. Martin Says To Expect A New Book (Or Two) In 2018,Matthew Jacobs,https://www.huffingtonpost.com/entry/george-rr-martin-winds-of-winter-2018_us_5974f5e7e4b09e5f6cd01ebe,"""The Winds of Winter"" is finally coming -- probably.",2017-07-23
ENTERTAINMENT,"Madonna Reveals Avicii Collaboration, Perhaps For Her 13th Studio Album",,https://www.huffingtonpost.com/entry/madonna-avicii_us_5bb44fa9e4b066f8d25803b5,The 55-year-old singer posted an Instagram photo on Friday that said she's hitting the studio with the Swedish DJ/producer,2014-03-08
ENTERTAINMENT,Dustin Hoffman Accused Of Sexually Harassing 17-Year-Old Intern,Cole Delbyck,https://www.huffingtonpost.com/entry/dustin-hoffman-accused-of-sexually-harassing-17-year-old-on-film-set_us_59f9d8aee4b0d1cf6e91e88d,Writer Anna Graham Hunter says Hoffman repeatedly groped her on the set of a 1985 TV film.,2017-11-01
ENTERTAINMENT,'Amazing Spider-Man' Cuts: What Didn't Make It Into Finished Film?,,https://www.huffingtonpost.comhttp://www.vulture.com/2012/07/what-was-cut-from-the-amazing-spider-man.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+nymag/vulture+(Vulture+-+nymag.com's+Entertainment+and+Culture+Blog),"When you're making a would-be blockbuster, there are certain scenes and even subplots that may have to fall by the wayside",2012-07-04
ENTERTAINMENT,"Live From the Karlovy Vary International Film Festival: Saturday, June 29","Marshall Fine, Contributor
Author, film critic, filmmaker",https://www.huffingtonpost.com/entry/live-from-the-karlovy-var_us_5bb42ecae4b066f8d255d971,"My day at KVIFF proved that you could travel around the world in a single day without ever leaving the festival's central building. The best two films of the day were also the first two: Honeymoon and Wadjda, a film by Saudi Arabia's first female director.",2013-06-30
ENTERTAINMENT,Carly Rae Jepsen Posts Chic Instagram To Celebrate UK Album Release,Jillian Capewell,https://www.huffingtonpost.com/entry/carly-rae-jepsen-uk-album-release_us_55fc2b02e4b08820d9184ff2,"If you haven't given ""Emotion"" a listen, you just might really, really, really, really like it.",2015-09-18
ENTERTAINMENT,"With Lawsuit Behind Him, Phillip Phillips Makes A Big Return",Lauren Moraski,https://www.huffingtonpost.com/entry/phillip-phillips-american-idol-new-album_us_5a81fb60e4b061625973bcf4,"“I felt lost. You don’t know where to belong,” the ""American Idol"" winner said of his last few years.",2018-02-19
ENTERTAINMENT,Celebrities Join Women's Marches Around The World In Solidarity,Cole Delbyck,https://www.huffingtonpost.com/entry/celebrities-join-womens-marches_us_58838794e4b070d8cad2ba47,✊ ✊ ✊ ✊ ✊,2017-01-21
ENTERTAINMENT,Neil Young Quits Legendary Bridge School Concert For 'Personal Reasons',Mary Papenfuss,https://www.huffingtonpost.com/entry/neil-young-bridge-school_us_59432c89e4b01eab7a2cad15,The annual benefit for his son's old school has featured top musicians for 30 years.,2017-06-16
ENTERTAINMENT,"Blake Lively Deletes Instagrams, Unfollows Ryan Reynolds And We Have Questions",Cole Delbyck,https://www.huffingtonpost.com/entry/blake-lively-deletes-instagrams-unfollows-ryan-reynolds-and-we-have-questions_us_5ae88c28e4b055fd7fcffcd5,1) HOW DARE YOU?,2018-05-01
ENTERTAINMENT,Ex-NBC Employee Says Bill Cosby Paid Off Women,,https://www.huffingtonpost.com/entry/bill-cosby-paid-off-women_n_6208660.html,,2014-11-23
ENTERTAINMENT,Follow 'Dr. Phil' Cameras As They Join LAPD’s Hollywood Division For National Night Out,,https://www.huffingtonpost.com/entry/dr-phil-lapd-national-night-out_us_57ac31e8e4b0ba7ed23f252e,"National Night Out, an annual event that promotes police-community partnerships, was recently held across the country. Hundreds",2016-08-12
ENTERTAINMENT,Sometimes Tom Hiddleston Apologizes For Almost Punching People On Set,Matthew Jacobs,https://www.huffingtonpost.com/entry/tom-hiddleston-high-rise_us_573e1bd6e4b00e09e89e76bf,"Or at least he did while shooting ""High-Rise.""",2016-05-20
ENTERTAINMENT,'Mad Max' Director George Miller To Preside Over Cannes Film Festival,,https://www.huffingtonpost.com/entry/george-miller-cannes-film-festival_us_56b0c3fbe4b0fbfdd6153bb0,"""What an unmitigated delight! To be there in the middle of this storied festival at the unveiling of cinematic treasures from all over the planet,"" Miller said.",2016-02-02
ENTERTAINMENT,Laura Dern And NBA’s Baron Davis Look Pretty Sexy Smooching In Public,Elyse Wanshel,https://www.huffingtonpost.com/entry/laura-dern-spotted-kissing-a-sexy-nba-player-and-were-here-for-it_us_5a43f460e4b0b0e5a7a468d4,🚨 Beautiful (possible) couple alert! 🚨,2017-12-27
ENTERTAINMENT,John Boyega And Oscar Isaac Read All Those Thirsty Tweets You've Been Sending,Cole Delbyck,https://www.huffingtonpost.com/entry/john-boyega-and-oscar-isaac-read-thirsty-tweets_us_5a33ec82e4b0ff955ad265e0,"""Star Wars: The Thirst Awakens.""",2017-12-15
ENTERTAINMENT,"""The Fourth Noble Truth"": Film Review","Ira Israel, ContributorAuthor & Psychotherapist",https://www.huffingtonpost.com/entry/the-fourth-noble-truth-an_b_7004266.html,"In the film, which opens June 5th, Harry Hamlin from ""Mad Men"" plays Aaron, a movie star who has been found guilty of road rage. Fortunately for him, Aaron's lawyer knows that the judge is a big fan of a meditation instructor named Rachel played by Kristen Kerr from ""Strictly Sexual.""",2015-04-06
ENTERTAINMENT,Here’s What Happens When You Watch 7 Days Of Made-For-TV Christmas Movies,Claire Fallon and Priscilla Frank,https://www.huffingtonpost.com/entry/made-for-tv-christmas-movies_us_5a3b3c09e4b0b0e5a79f8684,"Rediscovering holiday spirit through low-budget seasonal entertainment is, well, it's OK.",2017-12-21
ENTERTAINMENT,"Castro's Legacy on HBO:  Patria O Muerte: Cuba, Fatherland, or Death and Mariela Castro's March: Cuba's LGBT Revolution","Regina Weinreich, ContributorAuthor, 'Kerouac's Spontaneous Poetics'",https://www.huffingtonpost.com/entry/castros-legacy-on-hbo-pat_b_13271508.html,,2016-11-27
ENTERTAINMENT,"Mad About the '60s... Fearful Fail-Safes, Then and Now","William Bradley, ContributorPolitical Analyst",https://www.huffingtonpost.com/entry/mad-about-the-sixties--fe_b_6009650.html,"The popular sense of the early 1960s is that it was mostly a time of light and celebration which came to an abrupt end with the November 1963 assassination of President John F. Kennedy. But the reality, as most Mad Men viewers know, is much more complex.",2014-10-19
ENTERTAINMENT,"And Just Like That, Gaming And Mainstream Entertainment Are As One",Andy Campbell,https://www.huffingtonpost.com/entry/gaming-mainstream-entertainment-unite_us_5aabd6d1e4b05b2217fe417f,"Drake played video games with Ninja, a popular streamer, signaling a huge shift for pop culture.",2018-03-17
ENTERTAINMENT,Lena Dunham Just Went Platinum Blonde,Lauren Zupkus,https://www.huffingtonpost.com/entry/lena-dunham-platinum-blonde_n_5684425.html,,2014-08-16
ENTERTAINMENT,"James Corden Hilariously Inserts Himself Into The Kim K, Kanye And Taylor Swift Narrative",Julia Brucculieri,https://www.huffingtonpost.com/entry/james-corden-kim-kardashian-kanye-west-taylor-swift-phone-call_us_578e9243e4b0f180da63511d,#CordenExposedKanyeParty,2016-07-19
ENTERTAINMENT,'I Can't Talk About It Without Crying',,https://www.huffingtonpost.com/entry/unbroken_n_6363064.html,,2014-12-21
ENTERTAINMENT,Jimmy Fallon's Latest Edition Of 'Ew!' Features Taylor Swift,Leigh Blickley,https://www.huffingtonpost.com/entry/taylor-swift-jimmy-fallon-ew_n_5675831.html,,2014-08-14
ENTERTAINMENT,Rihanna Cancels Concert In Boston Over Laryngitis,,https://www.huffingtonpost.com/entry/rihanna-cancels-concert-boston-laryngitis_us_5bb41bbce4b066f8d254d732,"The Boston Herald reports that fans are being told to hold onto their tickets until the show is rescheduled. ""She's been",2013-03-10
ENTERTAINMENT,Camila Cabello Reveals When We Can Expect Her New Solo Album,Abigail Williams,https://www.huffingtonpost.com/entry/camila-cabello-new-solo-album-release_us_58d0413be4b0ec9d29de90bf,Fans won't have long to wait!,2017-03-20
ENTERTAINMENT,Ben Stiller Reading Trump's 'Stable Genius' Tweets As Zoolander Is Like Ridiculously Funny,Lee Moran,https://www.huffingtonpost.com/entry/ben-stiller-donald-trump-tweet-zoolander_us_5a55f59ae4b0b117f880e40e,"Trump actually appeared in the first ""Zoolander"" movie.",2018-01-10
ENTERTAINMENT,"Lena Dunham Has A Theory On Why Men, Apparently, Don’t Like Serena Williams And Ronda Rousey",Stephanie Marcus,https://www.huffingtonpost.com/entry/lena-dunham-ronda-rousey-serena-williams_us_5602edb8e4b00310edf9b1c0,"""Men are thinking, 'You could beat me up, that f---ing scares me, you have achieved more than I ever will in my lifetime.'""",2015-09-23
ENTERTAINMENT,Robert De Niro Pulls Controversial Anti-Vaccination Documentary From Tribeca Film Festival,Peter Andrew Hart,https://www.huffingtonpost.com/entry/robert-de-niro-vaccination-tribeca_us_56f72006e4b014d3fe23519b,"""We do not believe it contributes to or furthers the discussion I had hoped for.""",2016-03-27
ENTERTAINMENT,Water Is Wet And Trolls Are Already Body-Shaming Amy Schumer Over 'Barbie' Movie,Cole Delbyck,https://www.huffingtonpost.com/entry/body-shaming-amy-schumer-barbie_us_58430716e4b0c68e04811668,Life is so not fantastic.,2016-12-03
ENTERTAINMENT,"Michael Moore Tells Broadway Audiences, 'We All Live In Flint Now'",Katherine Brooks,https://www.huffingtonpost.com/entry/michael-moore-on-broadway_us_598cdde3e4b09071f698a9cd,"""I refuse to live in Trump's America,"" the filmmaker says in his new one-man show.",2017-08-11
ENTERTAINMENT,Kelly Rutherford Reportedly Granted Temporary Sole Custody Of Children,Lauren Zupkus,https://www.huffingtonpost.com/entry/kelly-rutherford-sole-custody-children_n_7431828.html,,2015-05-24
ENTERTAINMENT,Kristen Bell Opens SAG Awards By Dragging Melania Trump,Cole Delbyck,https://www.huffingtonpost.com/entry/kristen-bell-sag-awards-melania-trump_us_5a653854e4b0dc592a0a037c,How IS that anti-cyberbullying thing coming along?,2018-01-22
ENTERTAINMENT,Amy Poehler Is Set To Film Another NBC Comedy,Sara Boboltz,https://www.huffingtonpost.com/entry/amy-poehler-new-nbc-comedy-pilot_us_55fc00ede4b0fde8b0cdcea0,It's about a prince who doesn't want to be a prince.,2015-09-18
ENTERTAINMENT,"No, Xzibit Doesn't Want To Pimp Your Damn Ride",Lee Moran,https://www.huffingtonpost.com/entry/xzibit-pimp-ride-twitter_us_56eea615e4b03a640a6ab21e,The rapper/actor viciously shut down someone who asked him the classic question.,2016-03-20
ENTERTAINMENT,Movie Attendance Hit A 19-Year Low In 2014,Matthew Jacobs,https://www.huffingtonpost.com/entry/2014-box-office_n_6407012.html,,2015-01-02
ENTERTAINMENT,'Jem And The Holograms' Was A Truly Outrageous Flop At The Box Office,,https://www.huffingtonpost.com/entry/jem-holograms-flop-box-office_us_562e2306e4b0aac0b8fd5609,"The flick opened to $1.3 million to become one of the worst debuts of all time for a major studio movie opening in over 2,000 locations.",2015-10-26
ENTERTAINMENT,Brad Pitt Made Ryan Reynolds Do One Demeaning Thing In Exchange For 'Deadpool 2' Cameo,"Kevin Polowy, Yahoo Entertainment",https://www.huffingtonpost.com/entry/brad-pitt-made-ryan-reynolds-do-one-demeaning-thing-in-exchange-for-deadpool-2-cameo_us_5b0579a2e4b05f0fc843b5fd,"It wasn’t a prank, per se. That’s Pitt-Clooney ground.",2018-05-23
ENTERTAINMENT,"Harry Anderson, Magician-Turned-Actor Who Starred In 'Night Court,' Dead At 65","Cynthia Littleton, Reuters",https://www.huffingtonpost.com/entry/harry-anderson-dead-night-court_us_5ad55dc8e4b016a07e9fc0b8,Anderson earned three consecutive Emmy nominations for his work on the show from 1985-1987.,2018-04-17
ENTERTAINMENT,Sarah Silverman Walks Back Tweet Urging Military Coup Against Trump,Ron Dicker,https://www.huffingtonpost.com/entry/sarah-silverman-walks-back-tweet-urging-military-coup-against-trump_us_58945ab0e4b0406131364278,"""Trying 2 keep in check bc damnit I love u America.""",2017-02-03
ENTERTAINMENT,Jeopardy Contestant Burns Liberals With Hilariously Wrong Response,Ed Mazza,https://www.huffingtonpost.com/entry/jeopardy-pansy_us_562d86c2e4b0aac0b8fd4ad8,"""File this under 'Unexpected Responses.'""",2015-10-26
ENTERTAINMENT,"Everything You Need To Know Before Sunday's Golden Globes, Including Who Will Win",Matthew Jacobs,https://www.huffingtonpost.com/entry/golden-globes-2017-preview_us_586fe8cae4b099cdb0fd0aaa,Get ready for Hollywood's booziest night.,2017-01-06
ENTERTAINMENT,8 Things Lana Del Rey Can Teach You About Living An Amazing Life,Todd Van Luling,https://www.huffingtonpost.com/entry/lana-del-rey-life-advice_n_5631965.html,,2014-08-01
ENTERTAINMENT,These Classic TV Episodes About School Shootings Are More Relevant Than Ever,Julia Brucculieri and Cole Delbyck,https://www.huffingtonpost.com/entry/school-shootings-on-tv_us_56a14986e4b076aadcc5c94b,"Since TV dramas took up the issue in the 1990s, real-life incidents have become all too common.",2016-01-24
ENTERTAINMENT,Kenan Thompson Says He'll Stay On 'SNL' For 'As Long As Possible',Andy McDonald,https://www.huffingtonpost.com/entry/kenan-thompson-snl-long-as-possible_us_5af47e37e4b04d3b2c918500,"At 15 years, he's the longest-running cast member.",2018-05-10
ENTERTAINMENT,Lock Of John Lennon's Hair Saved By Hairdresser Sells For Thousands,Lee Moran,https://www.huffingtonpost.com/entry/john-lennon-hair-auction_us_56c98740e4b0ec6725e2ef4f,"The 4-inch tuft fetched $35,000 at auction.",2016-02-21
ENTERTAINMENT,"In The Eerie 'Always Shine' Trailer, Actresses' Resentment Becomes Psychological Turmoil",Matthew Jacobs,https://www.huffingtonpost.com/entry/always-shine-trailer_us_580798b1e4b0dd54ce36c85f,Caitlin FitzGerald and Mackenzie Davis star in Sophia Takal’s new film.,2016-10-19
ENTERTAINMENT,"Moonlight: The People Behind the Tender, Surprising Film","Nell Minow, ContributorMovie critic, corporate governance analyst",https://www.huffingtonpost.com/entry/moonlight-the-people-behi_b_12719784.html,,2016-11-05
ENTERTAINMENT,Jason Priestley Praises Shannen Doherty's Bravery Amid Cancer Battle,Julia Brucculieri,https://www.huffingtonpost.com/entry/jason-priestly-shannen-doherty-cancer_us_579a14bee4b02d5d5ed48921,"""Shannen's a strong kid and a tough fighter.""",2016-07-28
ENTERTAINMENT,The Trailer For Netflix's 'Richie Rich' Reboot Is Here,Lily Karlin,https://www.huffingtonpost.com/entry/trailer-netflix-richie-rich_n_6712314.html,,2015-02-19
ENTERTAINMENT,VFX Town Hall Meeting Urges Trade Association and Union,"Jonathan Handel, Contributor
Entertainment/Technology Attorney, TroyGould & Contributing Ed...",https://www.huffingtonpost.com/entry/vfx-town-hall-meeting-urg_us_5bb41ce0e4b066f8d254e700,"Check out ""The New Zealand Hobbit Crisis,"" available on Amazon in paperback, Kindle and audiobook. Subscribe to my blog (jhandel.com",2013-03-16
ENTERTAINMENT,Rob Lowe: 'Living Well Is The Best Revenge',Sasha Bronner,https://www.huffingtonpost.com/entry/rob-lowe-_n_6007034.html,,2014-10-18
ENTERTAINMENT,"Tom Jones Honors Elvis Presley In The First Video and Single From His New CD, ""Long Lost Suitcase""","Jeryl Brunner, ContributorWriter, Parade.com columnist and author, 'My City, My New York...",https://www.huffingtonpost.com/entry/tom-jones-honors-elvis-pr_b_8672414.html,"Beloved singer and recording artist Sir Tom Joneshas a new 13 song CD, Long Lost Suitcase on S-Curve Records. The album's first single and video, ""Elvis Presley Blues,"" is about the man who would become Jones' friend in the 1960s.",2015-11-28
ENTERTAINMENT,8 Famous Teens Who Are Wise Beyond Their Years,Lily Karlin,https://www.huffingtonpost.com/entry/8-famous-teens-who-are-wise-beyond-their-years_us_55f48094e4b077ca094f5866,"With every decade comes a new crop of hot young It girls, and sometimes, it can be hard to keep up — but some smart, stunning",2015-09-12
ENTERTAINMENT,Taylor Swift Is A Goth Gatsby Fantasy On British Vogue Cover,Cole Delbyck,https://www.huffingtonpost.com/entry/taylor-swift-is-a-goth-gatsby-fantasy-on-british-vogue-cover_us_5a259808e4b03c44072f854f,She did something good.,2017-12-04
ENTERTAINMENT,Parents Of 25-Year-Old Who Died In Prison: 'We Found Out That She Hung Herself On The News',,https://www.huffingtonpost.com/entry/parents-of-amber-hilberling-we-found-out-she-hung-herself-on-the-news_us_582c2765e4b01d8a014b5c70,"When 25-year-old Amber Hilberling was found dead in her prison cell on October 24, 2016, her mom, Rhonda, and stepfather",2016-11-16
ENTERTAINMENT,Dolly Parton And Pentatonix Give 'Jolene' A Hauntingly Beautiful A Cappella Update,Julia Brucculieri,https://www.huffingtonpost.com/entry/dolly-parton-jolene-pentatonix_us_57dea97ce4b04a1497b4f60c,So mesmerizing!,2016-09-18
ENTERTAINMENT,Anti-Iran Deal Protesters Unaware That Trump Won't End The Deal,Sam Stein,https://www.huffingtonpost.com/entry/iran-deal-protest-trump_us_55f1a627e4b093be51bddaea,"""That's crap,"" a Trump supporter said, when told he'd police the deal rather than rip it up.",2015-09-10
ENTERTAINMENT,My Favorite Films of 2013,"Marshall Fine, Contributor
Author, film critic, filmmaker",https://www.huffingtonpost.com/entry/my-favorite-films-of-2013_us_5bb4467ce4b066f8d257648f,"It's the time of year when critics release their lists of the year's best films. It feels like a competitive sport -- or a provocation, which all of these lists are, by nature. As in: ""This is my list of the best films. If you don't agree, you're wrong.""",2013-12-24
ENTERTAINMENT,'Bachelor' Couple's April Fools Pregnancy Prank Ticks People Off,Ron Dicker,https://www.huffingtonpost.com/entry/bachelor-couples-april-fools-pregnancy-tweet-ticks-off-people_us_5ac206ace4b055e50acf0904,This guy.,2018-04-02
ENTERTAINMENT,'A Wrinkle In Time' And The Burden Of Being First,Zeba Blay,https://www.huffingtonpost.com/entry/a-wrinkle-in-time-ava-duvernay_us_5aa27655e4b07047bec58d99,"What does it mean for someone like Ava DuVernay to make a movie that is difficult, divisive and not universally loved?",2018-03-09
ENTERTAINMENT,Gary Oldman Totally Nails His Robert De Niro And Christopher Walken Impressions,Lee Moran,https://www.huffingtonpost.com/entry/gary-oldman-robert-de-niro-christopher-walken-impressions_us_5a0d7661e4b0c0b2f2f7ea50,Strikingly similar.,2017-11-16
ENTERTAINMENT,'Ted' Beats 'Magic Mike' At Box Office With $54.1 Million,,https://www.huffingtonpost.com/entry/ted-beats-magic-mike-box-office_us_5bb3f870e4b066f8d2528252,"Coming in No. 3 at the domestic box office behind ""Ted"" and ""Magic Mike"" was last week's winner ""Brave,"" which fell 48.7",2012-07-01
ENTERTAINMENT,Uma Thurman Issues Ominous #MeToo Warning To Harvey Weinstein,Rebecca Shapiro,https://www.huffingtonpost.com/entry/uma-thurman-me-too-harvey-weinstein_us_5a178e3ae4b0cee6c04edf05,"""I'm glad it's going slowly - you don't deserve a bullet.""",2017-11-24
ENTERTAINMENT,R. Kelly Confirms He's Not Performing At Inauguration With Odd Photo,Jenna Amatulli,https://www.huffingtonpost.com/entry/r-kelly-confirms-hes-not-performing-at-inauguration-with-weird-photo_us_58791ce2e4b0b3c7a7b11496,Twitter had a field day with it.,2017-01-13
ENTERTAINMENT,The Tender 'Little Men' Finds Ira Sachs At His Best,Matthew Jacobs,https://www.huffingtonpost.com/entry/little-men-ira-sachs_us_57a1f0c6e4b08a8e8b602286,"The ""Love Is Strange"" director chats about his lovely new film.",2016-08-04
ENTERTAINMENT,The One Piece Of Makeup That Might Get You Noticed,,https://www.huffingtonpost.com/entry/makeup-that-might-get-you-noticed_us_57512e83e4b0ed593f140e88,The eyes may be the window to the soul ... but could eyes with makeup be the trick to landing your man!? Watch the video,2016-06-03
ENTERTAINMENT,This 'Fantastic Beasts And Where To Find Them' Clip Is What You've Been Waiting For,Cole Delbyck,https://www.huffingtonpost.com/entry/fantastic-beasts-and-where-to-find-them-clip_us_56ae3116e4b00b033aaf75ba,"""Imagination taken to the extreme.""",2016-01-31
ENTERTAINMENT,"'Battle Of The Sexes' Aces Its Broad, Breezy Portrait Of Tennis And Chauvinism",Matthew Jacobs,https://www.huffingtonpost.com/entry/battle-of-the-sexes-review-emma-ston_us_59b6cdcae4b0349d072b9fc9,Emma Stone and Steve Carell play Billie Jean King and Bobby Riggs in this timely period dramedy.,2017-09-12
ENTERTAINMENT,Valerie Harper Gives Fans Health Update Following Hospitalization,Lauren Zupkus,https://www.huffingtonpost.com/entry/valerie-harper-health_us_55be3365e4b06363d5a27e7f,The actress set straight reports that she was in a coma.,2015-08-02
ENTERTAINMENT,DVDs: God Save the Queen,"Michael Giltz, Contributor
BookFilter creator",https://www.huffingtonpost.com/entry/dvds-god-save-the-queen_us_5bb3f51be4b066f8d2524a19,"Have you been soaking up all the hoopla over Queen Elizabeth II's Diamond Jubilee? Well, until they release a DVD set of all the goings-on in the UK, here are some other titles to tide you over.",2012-06-03
ENTERTAINMENT,'Chuck' Gives Liev Schreiber A Head Start In The Oscar Race,Leigh Blickley,https://www.huffingtonpost.com/entry/chuck-liev-schreiber_us_59089557e4b0bb2d0871d2bd,"The actor plays Chuck Wepner, the real-life boxer who inspired ""Rocky,"" in new biopic.",2017-05-04
ENTERTAINMENT,Iggy Azalea: 'Most Of You Have Done NOTHING' With Your Life,Christopher Rosen,https://www.huffingtonpost.com/entry/iggy-azalea-haters_n_5431354.html,,2014-06-02
ENTERTAINMENT,5 Things We Learned From Kim Kardashian's Love Magazine Interview,Stephanie Marcus,https://www.huffingtonpost.com/entry/kim-kardashian-love-magazine-interview_n_6631334.html,,2015-02-06
ENTERTAINMENT,Kanye West Gave Kim Kardashian More Christmas Gifts Than You've Received Your Entire Life,Todd Van Luling,https://www.huffingtonpost.com/entry/kanye-west-kim-kardashian-christmas-gifts_us_56813c9ee4b014efe0d8a207,"""I am a Claus.""",2015-12-28
ENTERTAINMENT,Mighty Movie Podcast: Pablo Larrain on No,"Dan Persons, Contributor
Producer - CFQtv",https://www.huffingtonpost.com/entry/mighty-movie-podcast-pabl_us_5bb41636e4b066f8d2548c7d,"No, director Pablo Larrain's slightly fictionalized account of anti-Pinochet's ""No"" campaign, was enough to net Chile its very first Oscar nomination in the foreign language category, and I was able to get some time with Larrain to discuss the project.",2013-02-10
ENTERTAINMENT,Only Trump’s Antics Could Make Daniel Radcliffe Give Voldemort A Backhanded Compliment,Cole Delbyck,https://www.huffingtonpost.com/entry/daniel-radcliffe-trump-voldermort_us_57ec01a5e4b024a52d2c3603,The boy who threw shade.,2016-09-28
ENTERTAINMENT,"Good News, Wizards! J.K. Rowling Reveals Hogwarts Is Free",Bill Bradley,https://www.huffingtonpost.com/entry/j-k-rowling-hogwarts-free_us_55aac314e4b0caf721b303b9,It's truly a magical world that has no student debt.,2015-07-18
ENTERTAINMENT,Kourtney Kardashian Opens Up About Scott Disick's Rehab Stay,Lauren Zupkus,https://www.huffingtonpost.com/entry/kourtney-kardashian-scott-disick-rehab_n_6919086.html,,2015-03-22
ENTERTAINMENT,'Stranger Things' Kids Already Look Like Winners On The Golden Globes Red Carpet,Leigh Blickley,https://www.huffingtonpost.com/entry/stranger-things-kids-already-look-like-winners-on-the-golden-globes-red-carpet_us_5872c775e4b099cdb0fd9da6,Eleven gets an 11 out of 10.,2017-01-08
ENTERTAINMENT,Amy Schumer Admits She Got Awkward And Starstruck Around Kimye,E. Oliver Whitney,https://www.huffingtonpost.com/entry/amy-schumer-kimye_n_7526322.html,,2015-06-06
ENTERTAINMENT,Stephen Collins Reportedly Won't Be Prosecuted For Child Molestation,E. Oliver Whitney,https://www.huffingtonpost.com/entry/stephen-collins-child-molestation_n_6010746.html,,2014-10-19
ENTERTAINMENT,DVDs: Breaking Bad Still Good,"Michael Giltz, Contributor
BookFilter creator",https://www.huffingtonpost.com/entry/dvds-breaking-bad-still-g_us_5bb3f7bae4b066f8d252734b,It's the best show on TV. Bar none. Why aren't you watching?,2012-06-24
ENTERTAINMENT,Dog or Lena Dunham?,"Lev Raphael, ContributorAuthor, reviewer, and blogger",https://www.huffingtonpost.com/entry/dog-or-lena-dunham_b_6961370.html,,2015-03-28
ENTERTAINMENT,MacKenzie Bourg's Whitney Houston Cover Is Why We Used To Love ‘American idol’,Bill Bradley,https://www.huffingtonpost.com/entry/american-idol-whitney-houston-mackenzie-bourg_us_56d98dcbe4b03a4056783276,You'll wanna dance with somebody.,2016-03-04
ENTERTAINMENT,Sofia Vergara Cracks Up Hearing Her Voice On Helium,Bill Bradley,https://www.huffingtonpost.com/entry/sofia-vergara-helium_us_57e28075e4b08d73b82e7976,She can't even handle it.,2016-09-21
ENTERTAINMENT,"Dinner With 'Lone Survivor' Marcus Luttrell, A Hero of Another Name","Aaron Sagers, ContributorTV personality, journalist, pundit, geek expert",https://www.huffingtonpost.com/entry/dinner-with-lone-survivor_b_5446200.html,"I don't want to call Marcus Luttrell a hero. After a day spent ""playing"" at being a Navy SEAL with machine guns, a rappelling wall and helicopter, I'm sitting across from the real deal in a fancy dining room overlooking the White House in Washington D.C. on Memorial Day weekend.",2014-06-05
ENTERTAINMENT,J.J. Abrams Keeps Us Scratching Our Heads About Rey's Parents In 'Star Wars',Julia Brucculieri,https://www.huffingtonpost.com/entry/jj-abrams-just-dropped-a-big-clue-about-reys-parents-in-star-wars_us_571265dde4b0018f9cba3955,We don't even know what to think.,2016-04-16
ENTERTAINMENT,Simon Cowell's 20-Month-Old Adorably Crashes 'Extra' Interview,Jillian Capewell,https://www.huffingtonpost.com/entry/simon-cowell-son-extra-interview_us_562cd5dee4b0443bb5643586,Kid's got talent.,2015-10-25
ENTERTAINMENT,"Dave Chappelle Voted For Hillary Clinton, But Doesn't 'Feel Good' About It",Cole Delbyck,https://www.huffingtonpost.com/entry/dave-chappelle-hillary-clinton_us_581e25a9e4b0d9ce6fbc71f9,The comedian reportedly dug into both candidates in a bizarre stand-up set on Friday.,2016-11-05
ENTERTAINMENT,Lea Michele Kicks Off The New Year With A Cheeky Nude Photo,Julia Brucculieri,https://www.huffingtonpost.com/entry/lea-michele-poses-nude_us_586ac37ce4b0eb58648a378d,🍑🍑🍑,2017-01-02
ENTERTAINMENT,Tracy Morgan Performs First Standup Routine After Deadly Car Crash,Sara Boboltz,https://www.huffingtonpost.com/entry/tracy-morgan-standup-comedy-cellar_us_561cf734e4b028dd7ea4fcb2,It's been 16 months since he's appeared onstage like this.,2015-10-13
ENTERTAINMENT,Selena Gomez Posts Adorable Throwback Photo,,https://www.huffingtonpost.com/entry/selena-gomez-posts-adorab_n_6712298.html,,2015-02-19
ENTERTAINMENT,The Director Of 'Tangerine' Is Back With 'The Florida Project',Matthew Jacobs,https://www.huffingtonpost.com/entry/the-florida-project-trailer_us_598f73cae4b08a247274d181,"See the charming trailer for Sean Baker's new movie, starring Willem Dafoe.",2017-08-14
ENTERTAINMENT,Andy Samberg With A Decent Summary Of 'Girls' Season 4,Maxwell Strachan,https://www.huffingtonpost.com/entry/andy-samberg-girls_us_55ff5c45e4b00310edf78bd3,"Sorry, we're not sorry.",2015-09-21
