category,headline,authors,link,short_description,date
ENTERTAINMENT,Tove Lo Is The Latest Star On Taylor Swift's Epic 1989 Tour Guest List,Jillian Capewell,https://www.huffingtonpost.com/entry/taylor-swift-1989-atlanta-tove-lo_us_562cddaee4b0ec0a3894b904,"Putting the ""hot"" in Hotlanta.",2015-10-25
ENTERTAINMENT,See How Your Favorite Stars Celebrate Valentine's Day,Lily Karlin,https://www.huffingtonpost.com/entry/stars-valentines-day_us_56bfa848e4b0b40245c6f0fa,See How Your Favorite Stars Celebrate Valentine's Day,2016-02-13
ENTERTAINMENT,All The Proof You Need That Katy Perry And Orlando Bloom Are Still On,Carly Ledbetter,https://www.huffingtonpost.com/entry/all-the-proof-you-need-that-katy-perry-and-orlando-bloom-are-still-on_us_573b5679e4b0aee7b8e7ead4,"Mega yacht, mega PDA.",2016-05-17
ENTERTAINMENT,Kristen Bell Welcomes Baby Girl With Dax Shepard,Leigh Blickley,https://www.huffingtonpost.com/entry/kristen-bell-second-child-dax-shepard_n_6017060.html,,2014-12-20
ENTERTAINMENT,Weekend Box Office: 'Mama' Takes The Number One Spot,Madeline Boardman,https://www.huffingtonpost.com/entry/weekend-box-office-mama-number-one-spot_us_5bb4130fe4b066f8d25452a2,"Horror movie ""Mama"" upset the critically acclaimed ""Zero Dark Thirty"" and ""Silver Linings Playbook"" at the box office this",2013-01-20
ENTERTAINMENT,Britney Spears Shares Selfie With New Boyfriend,Ryan Kristobak,https://www.huffingtonpost.com/entry/britney-spears-instagrams-new-boyfriend_n_6128994.html,,2014-11-09
ENTERTAINMENT,Movies These Days Have A Lot More CGI Than You Might Realize,Sara Boboltz,https://www.huffingtonpost.com/entry/movies-these-days-have-a-lot-more-cgi-than-you-might-realize_us_55c12ed1e4b0138b0bf44fcf,And that's not always a bad thing.,2015-08-04
ENTERTAINMENT,Jessica Simpson And Her Kids Are Just THE Cutest,Lauren Zupkus,https://www.huffingtonpost.com/entry/jessica-simpson-children-instagram_n_5684286.html,,2014-08-16
ENTERTAINMENT,"HBO's Girls, Kendall Jenner and Me: Despicable U.S.","Vita Lusty, ContributorMs. Lusty is a nonfiction writer from Joshua Tree, CA.",https://www.huffingtonpost.com/entry/hbos-girls-kendall-jenner-and-me-despicable-us_us_58e846d6e4b0acd784ca5860,"With regards to religion, personally, I do not subscribe to any form of organized faith and, as a result, do not regularly",2017-04-08
ENTERTAINMENT,One Direction Fans Knock 'The Butler' From Atop Its Box Office Perch,,https://www.huffingtonpost.comhttp://insidemovies.ew.com/2013/08/31/box-office-update-one-direction/,"One Direction fans are known for being, er, passionate — and their passion sent the boy band’s 3-D concert doc straight to",2013-08-31
ENTERTAINMENT,Benedict Cumberbatch And Tom Hardy Eyed For Marvel's 'Doctor Strange' (REPORT),Ryan Kristobak,https://www.huffingtonpost.com/entry/benedict-cumberbatch-tom-hardy-doctor-strange_n_5469840.html,,2014-06-08
ENTERTAINMENT,10 things you didn't know about The Vampire Diaries' Daniel Newman,"Tom Falco, ContributorWriter, cartoonist - tomfalco.com",https://www.huffingtonpost.com/entry/10-things-you-didnt-know_b_11718926.html,,2016-08-28
ENTERTAINMENT,8 Things You Learned From Movies That Are Actually Lies,Todd Van Luling,https://www.huffingtonpost.com/entry/8-lies-from-movies_n_5666578.html,"You probably already have a vague understanding that Hollywood often perpetuates bunk science and inaccurate history, but these particular myths have become deeply rooted in our society.",2014-08-11
ENTERTAINMENT,James Cameron Says Jack From 'Titanic' Had To Die Because Of Art,Carly Ledbetter,https://www.huffingtonpost.com/entry/james-cameron-jack-titanic_us_5a200786e4b037b8ea201753,We think Jack would disagree.,2017-11-30
ENTERTAINMENT,Why Jon Stewart Might Be Irreplaceable,,https://www.huffingtonpost.com/entry/jon-stewart-irreplaceable_us_55bf7f0be4b0d4f33a034d1c,"LOS ANGELES (Variety.com) - Director J.J. Abrams told Jon Stewart that the void left by his exit from ""The Daily Show"" would",2015-08-03
ENTERTAINMENT,"Don't Act Your Age - Harry, Tonto, Paul and You","Jeffrey Sonnenfeld, ContributorSenior Associate Dean and Lester Crown Professor of Management...",https://www.huffingtonpost.com/entry/dont-act-your-age-harry-t_b_5559130.html,,2014-07-05
ENTERTAINMENT,Jim Carrey Taunts 'Psycho' Mike Pence With Biting New Portrait,Lee Moran,https://www.huffingtonpost.com/entry/jim-carrey-mike-pence-portrait_us_5af68e00e4b032b10bfaed86,"""They'll see and they'll know...""",2018-05-12
ENTERTAINMENT,Chrissy Teigen Wants To Catch 'S**tty Friends' Who Sell Private Details About Her,Carly Ledbetter,https://www.huffingtonpost.com/entry/chrissy-teigen-pregnancy-privacy_us_5a26e6f3e4b069df71fa37ba,"These so-called ""friends"" need to go.",2017-12-05
ENTERTAINMENT,Reese Witherspoon's 'Bananaphone' Dubsmash Is The Cutest Thing You'll Watch Today,Julia Brucculieri,https://www.huffingtonpost.com/entry/reese-witherspoon-bananaphone-video_us_55ec92e8e4b093be51bbc058,"Ring, ring, ring, ring, ring, ring, ring...BANANAPHONE.",2015-09-06
ENTERTAINMENT,Here's The First Look At The 'Ghostbusters' Cast In Their Uniforms,E. Oliver Whitney,https://www.huffingtonpost.com/entry/ghostbusters-cast-in-uniform_us_559ff37ae4b096729156006b,"UPDATE: Director Paul Feig has released the names of the new Ghostbusters, so now, we'll know exactly who to call. Meet Erin",2015-07-10
ENTERTAINMENT,Marvel Boss Not Sure When Female Superhero Movie Will Arrive,Christopher Rosen,https://www.huffingtonpost.com/entry/kevin-feige-female-superheroes_n_5644156.html,,2014-08-02
ENTERTAINMENT,Former 'Top Gear' Star Involved In Serious Car Crash,Todd Van Luling,https://www.huffingtonpost.com/entry/richard-hammond-top-gear-crash_us_593c20a4e4b0b13f2c6b002c,Richard Hammond left the car moments before it burst into flames.,2017-06-10
ENTERTAINMENT,The 'Empire' Soundtrack Is Bigger Than Madonna's Album,Jessica Goodman,https://www.huffingtonpost.com/entry/empire-soundtrack-no-1_n_6893300.html,,2015-03-18
ENTERTAINMENT,"Kanye West Album Leak Sparks Outrage From Def Jam, Calm Reaction From Rapper",Matthew Jacobs,https://www.huffingtonpost.com/entry/kanye-west-album-leak_us_5bb42d21e4b066f8d255ba5d,"The Huffington Post reached out to Caulfield to see if the 500,000 prediction has changed following the leak. HuffPost also",2013-06-15
ENTERTAINMENT,Sting To Perform At Paris Venue Closed By Deadly Terror Attacks,,https://www.huffingtonpost.com/entry/paris-bataclan-sting_us_581c55aee4b0d9ce6fbb2806,"""We hope to respect the memory as well as the life affirming spirit of those who fell. We shall not forget them.""",2016-11-04
ENTERTAINMENT,Demi Lovato Says She's 1 Percent African -- And Twitter Absolutely Loses It,Nina Golgowski,https://www.huffingtonpost.com/entry/demi-lovato-ancestry_us_58b1e4f8e4b0a8a9b782d251,Haters came out in full force.,2017-02-25
ENTERTAINMENT,Sheldon Will Choose Sex Over ‘Star Wars’ On ‘Big Bang Theory’,,https://www.huffingtonpost.com/entry/sheldon-sex-star-wars-big-bang-theory_us_567054f4e4b011b83a6cc0e6,It's finally happening.,2015-12-15
ENTERTAINMENT,"Jennifer Lawrence May Hate Singing, But Now She's A Pop Star",Ryan Kristobak,https://www.huffingtonpost.com/entry/jennifer-lawrence-hanging-tree-billboard-hot-100_n_6243722.html,,2014-11-30
ENTERTAINMENT,Steve Wozniak On 'Jobs': Apple Co-Founder Speaks Out On Ashton Kutcher And His Latest Film,,https://www.huffingtonpost.com/entry/steve-wozniak-jobs-apple-ashton-kutcher-film_us_5bb43532e4b066f8d25642de,"This isn't Wozniak's first review of the film. ""There were a lot of things wrong,"" he recently told Bloomberg. ""I didn't",2013-08-18
ENTERTAINMENT,They're Back,Huffqa,https://www.huffingtonpost.com/entry/theyre-back_us_54de04bbe4b0d0f524860020,"Top (pronounced [zɪː zɪː top]) is an American rock band that formed in 1969 in Houston, Texas. The band comprises guitarist",2015-02-13
ENTERTAINMENT,Chloë Grace Moretz Throws Around A Lot Of Buzzwords While Addressing Her Fight With Kim K,Stephanie Marcus,https://www.huffingtonpost.com/entry/chloe-grace-moretz-throws-around-a-lot-of-buzzwords-while-addressing-her-fight-with-kim-k_us_572a11fbe4b0bc9cb04541c0,"She deserves a gold medal in BS, and it's truly impressive.",2016-05-04
ENTERTAINMENT,"'The Bachelorette' Season 12, Episode 7: Four Haircuts Will Head To Hometowns",Claire Fallon and Nick Offenberg,https://www.huffingtonpost.com/entry/bachelorette-jojo-episode-7_us_57842e75e4b0ed2111d759af,Seems like she might have a type.,2016-07-12
ENTERTAINMENT,Low-Income Asian Character In 'Power Rangers' Highlights Rarely Discussed Issue,Kimberly Yam,https://www.huffingtonpost.com/entry/power-rangers-asian-american_us_58eb9345e4b058f0a030ef45,"The Asian-American and Pacific Islander population has the second fastest growing poverty rate in the U.S., behind the Hispanic community.",2017-04-11
ENTERTAINMENT,Emilia Clarke Dishes On Her Final 'Game Of Thrones' Scene,Ron Dicker,https://www.huffingtonpost.com/entry/emilia-clarke-game-of-thrones-final-scne_us_5b08137fe4b0568a880ac1af,Now we're really curious about the farewell season.,2018-05-25
ENTERTAINMENT,New York Film Festival 2014 #5: Edward Snowden Documentary Citizenfour Debuts,"Michael Giltz, ContributorFreelance writer",https://www.huffingtonpost.com/entry/new-york-film-festival-20_b_5968780.html,The idea that more will follow in Snowden's wake -- people who have knowledge of illegal and unconstitutional actions by the government stepping forward in a sober and responsible manner -- is surely sustaining to Snowden.,2014-10-11
ENTERTAINMENT,Please Enjoy This Animated History Of Tina Fey For Her 'SNL' Return,Ron Dicker,https://www.huffingtonpost.com/entry/tina-fey-animated-history-snl_us_5afd80bde4b06a3fb50e490b,"And it's narrated by the comedian, too.",2018-05-17
ENTERTAINMENT,"Actor Michael Rapaport Takes A Knee, Unloads On 'Dumb Motherf--ker' Donald Trump",Dominique Mosbergen,https://www.huffingtonpost.com/entry/michael-rapaport-donald-trump-take-the-knee_us_59c7775de4b01cc57ff2ba58,"In a fiery video posted to social media, the ""Boston Public"" actor spoke in support of football player Colin Kaepernick and the NBA's Stephen Curry.",2017-09-24
ENTERTAINMENT,Arya Stark And Harry Potter Just Took The Best Selfie In The Seven Kingdoms,E. Oliver Whitney,https://www.huffingtonpost.com/entry/arya-stark-harry-potter-selfie_us_55a2c079e4b0ecec71bc561a,All men must ﻿die﻿ take selfies with Harry Potter. The worlds of Westeros and Hogwarts finally crossed paths at San Diego,2015-07-12
ENTERTAINMENT,Celebrate Ashanti's 33rd Birthday With The Singer's Early '00s Singles,,https://www.huffingtonpost.com/entry/ashantis-33rd-birthday-singers-early-singles_us_5bb43c20e4b066f8d256c0da,"2003: ""Rain on Me"" 2003: ""Rock wit U (Awww Baby)"" 2001: ""How We Roll,"" Big Pun ft. Ashanti 2002: ""Happy"" In celebration of",2013-10-13
ENTERTAINMENT,"Serena Williams Rap: Tennis Player, Actress Reveals New Hobby (AUDIO)",Kia Makarechi,https://www.huffingtonpost.com/entry/serena-williams-rap-audio_us_5bb3f272e4b066f8d2522005,"Serena Williams, tennis star, fashion designer and sometimes actress has stepped into the booth to record a few songs. One",2012-05-12
ENTERTAINMENT,Sundance So Far: Opening Night Brings A Stunning Norman Lear Doc And Lukewarm Cancer Dramedy 'Other People',Matthew Jacobs,https://www.huffingtonpost.com/entry/other-people-review-sundance_us_56a1e6aee4b0d8cc109998ce,"""Other People"" marks the directorial debut of ""SNL"" writer Chris Kelly.",2016-01-22
ENTERTAINMENT,Justin Bieber Holds Back Tears During Manchester Benefit Concert Performance,Julia Brucculieri,https://www.huffingtonpost.com/entry/justin-bieber-one-love-manchester_us_593471afe4b0c242ca2543ec,The singer got emotional while paying tribute to the victims of the Manchester attack.,2017-06-04
ENTERTAINMENT,16 Must-See Documentaries At This Year's Sundance,Matthew Jacobs,https://www.huffingtonpost.com/entry/sundance-film-festival-2015-documentaries_n_6510998.html,,2015-01-21
ENTERTAINMENT,Intense First Look At 'Whiplash' Has Us Thinking Oscar,,https://www.huffingtonpost.com/entry/miles-teller-cant-find-th_n_5618401.html,,2014-07-24
ENTERTAINMENT,Adam West Shouldn't Have Mattered In The 'Batman' World. Somehow He Mattered A Lot.,"David Hinckley , ContributorEntertainment and pop culture writer",https://www.huffingtonpost.com/entry/adam-west-shouldnt-have-mattered-in-the-batman-world_us_593cb99de4b094fa859f1935,"Let’s agree that among all the film and TV versions of Batman, Adam West’s was the silliest. It was also one of the most",2017-06-11
ENTERTAINMENT,Kylie Jenner Giving Tyga 'Another Shot' At Grossing Us Out For Years To Come,Cole Delbyck,https://www.huffingtonpost.com/entry/kylie-jenner-tyga-another-shot_us_576ed4b2e4b0f1683239c2ed,Effectively shutting down the PartyNextDoor.,2016-06-25
ENTERTAINMENT,Chelsea Handler Says Justin Bieber Was Her Worst Interview Ever,Lily Karlin,https://www.huffingtonpost.com/entry/chelsea-handler-justin-bieber_us_56a4081ce4b0d8cc109a5eac,Chelsea Handler Says Justin Bieber Was Her Worst Interview Ever,2016-01-23
ENTERTAINMENT,Kurt Russell Says Gun Control Won't Deter Terrorists,Ron Dicker,https://www.huffingtonpost.com/entry/kurt-russell-gun-control-terrorists_us_566d6f95e4b011b83a6b8d43,"""What are you gonna do, outlaw everything?""",2015-12-13
ENTERTAINMENT,HBO Films Shine in Cannes,"Annette Insdorf, Contributor
Columbia University Film Professor; Moderator “Reel Pieces,” 9...",https://www.huffingtonpost.com/entry/hbo-films-shine-in-cannes_us_5bb42ad3e4b066f8d2558fe3,"Now that the Cannes Film Festival is drawing to a close, it's clear that HBO has grown into a major film-making force beyond the small screen.",2013-05-26
ENTERTAINMENT,Netflix To Shut Down Planned Louis C.K. Comedy Special,Sebastian Murdock,https://www.huffingtonpost.com/entry/netflix-to-shut-down-planned-louis-ck-comedy-special_us_5a05ceede4b0e37d2f37310c,"Netflix called the sexual misconduct allegations against him ""disturbing.""",2017-11-10
ENTERTAINMENT,Niall Horan Googled St. Patrick's Day And Found A Photo Of Himself,Minou Clark,https://www.huffingtonpost.com/entry/niall-horan-one-direction-st-patricks-day_us_58cc45d9e4b00705db4f868b,PLOT. TWIST. 😂,2017-03-17
ENTERTAINMENT,'True Detective' Drinking Games That Could Kill You,Maureen Ryan,https://www.huffingtonpost.com/entry/true-detective-drinking-games-season-2_us_55c23e51e4b0138b0bf4ae4f,"Season 2 went almost completely wrong, until it went right.",2015-08-05
ENTERTAINMENT,Kumail Nanjiani Reacts To 'Big Sick' Snub By Impersonating Steven Spielberg,Cole Delbyck,https://www.huffingtonpost.com/entry/kumail-nanjiani-reacts-to-big-sick-snub_us_5a2eabdde4b073789f6b96cf,Can a tweet be nominated for a Golden Globe?,2017-12-11
ENTERTAINMENT,Beloved Archie Comics Get A Dark Makeover In New TV Series 'Riverdale',Carly Ledbetter,https://www.huffingtonpost.com/entry/beloved-archie-comics-get-a-dark-makeover-in-new-tv-series-riverdale_us_583c6defe4b09b6056017146,It looks like there's a murder involved?,2016-11-28
ENTERTAINMENT,'Guardians Of The Galaxy' Director Masterfully Trolls Marvel Executive Impersonator,Sara Boboltz,https://www.huffingtonpost.com/entry/james-gunn-marvel-instagram-troll_us_5942e9bde4b0f15cd5ba12b3,"""Did you do that thing we talked about yet?""",2017-06-15
ENTERTAINMENT,'A Monster Calls' Imagines A Fitful Blend Of Fantasy And Tragedy,Matthew Jacobs,https://www.huffingtonpost.com/entry/a-monster-calls-review_us_57c9b1f1e4b0a22de095ceeb,The well-intentioned parable premiered at the Toronto Film Festival.,2016-09-09
ENTERTAINMENT,'Belle' of the Ball: The Best Disney Princesses,"Culturalist, ContributorWhere the culture conversation is happening. Users shape, shar...",https://www.huffingtonpost.com/entry/belle-of-the-ball-the-bes_b_6811512.html,,2015-03-06
ENTERTAINMENT,"Movie Review: ""Braddock America""","Peter Van Buren, ContributorAuthor of the forthcoming ""Hooper's War,"" ""Ghosts of Tom Joad:...",https://www.huffingtonpost.com/entry/movie-review-braddock-ame_b_6088300.html,"If I'd made a documentary film about the scars left on America through industrialization, instead of writing Ghosts of Tom Joad: A Story of the #99 Percent about it, what I would have likely ended up with is ""Braddock, America.""",2014-11-03
ENTERTAINMENT,"Get Excited, The Trailer For Netflix's 'Wet Hot American Summer' Is Here",E. Oliver Whitney,https://www.huffingtonpost.com/entry/wet-hot-american-summer-netflix-trailer_n_7644906.html,,2015-06-23
ENTERTAINMENT,'The Walking Dead' Leaves Everyone In Shock After Daryl Gets Shot,Bill Bradley,https://www.huffingtonpost.com/entry/the-walking-dead-daryl-gets-shot_us_56f6df69e4b014d3fe234a24,That didn't just happen.,2016-03-28
ENTERTAINMENT,Amber Tamblyn Shares Sexual Abuse Story That Is Harrowingly Similar To Trump’s ‘Grabbing’ Comments,Julia Brucculieri,https://www.huffingtonpost.com/entry/amber-tamblyn-sexual-abuse-trump_us_57fa9b75e4b0b6a430332f80,"""I needed to tell a story.”",2016-10-09
ENTERTAINMENT,Chris Pine Tries To Settle 'Hollywood Chris' Debate Once And For All,Leigh Blickley,https://www.huffingtonpost.com/entry/chris-pine-monologue-snl_us_590f1dfee4b0104c734f9108,"He launched into a musical number during his opening monologue on ""SNL.""",2017-05-07
ENTERTAINMENT,Alex Trebek Just Set A Guinness World Record For Hosting,E. Oliver Whitney,https://www.huffingtonpost.com/entry/alex-trebek-jeopardy-record_n_5495039.html,,2014-06-14
ENTERTAINMENT,Carly Simon Wonderfully Repurposes 'You're So Vain' As Anti-Trump Anthem,Julia Brucculieri,https://www.huffingtonpost.com/entry/carly-simon-wonderfully-repurposes-youre-so-vain-as-anti-trump-anthem_us_57fa76aee4b068ecb5df5c4f,"""Your face, it was apricot.""",2016-10-09
ENTERTAINMENT,Bill Cosby Faces New Sexual Assault Accusations As Three More Women Step Forward,"DAINA BETH SOLOMON, Reuters",https://www.huffingtonpost.com/entry/bill-cosby-new-allegations_us_560d6ebbe4b0af3706dfd63f,A former Mrs. America among them.,2015-10-01
ENTERTAINMENT,Emilia Clarke Reveals 'Game Of Thrones' Season 6 Is Its Most Shocking Yet,Bill Bradley,https://www.huffingtonpost.com/entry/emilia-clarke-game-of-thrones-season-6_us_55aa9ebee4b0d2ded39f30b0,"""Shocking moment to shocking moment.""",2015-07-18
ENTERTAINMENT,'Expendables 2' Box Office: Film Tops 'Bourne Legacy' On Friday,,https://www.huffingtonpost.com/entry/expendables-2-tops-friday-box-office_us_5bb3fdfce4b066f8d252f0de,"Meanwhile, Jeremy Renner's ""The Bourne Legacy,"" which won last week's box office with $40.3 million, took in $5.3 million",2012-08-18
ENTERTAINMENT,Here Come The 'Men In Black' For A Possible Reboot,Lily Karlin,https://www.huffingtonpost.com/entry/men-in-black-reboot_us_56054d7fe4b0dd85030728a4,"Minus Will Smith, though.",2015-09-25
ENTERTAINMENT,Vine Star Curtis Lepore Leaves Rainn Wilson Comedy Series After Backlash,E. Oliver Whitney,https://www.huffingtonpost.com/entry/curtis-lepore-rainn-wilson_n_6046758.html,,2014-10-25
ENTERTAINMENT,Kristin Cavallari Gets In On The Short Hair Trend,Cavan Sieczkowski,https://www.huffingtonpost.com/entry/kristin-cavallari-short-hair_n_5926266.html,,2014-10-03
ENTERTAINMENT,MacKenzie Bourg's Whitney Houston Cover Is Why We Used To Love ‘American idol’,Bill Bradley,https://www.huffingtonpost.com/entry/american-idol-whitney-houston-mackenzie-bourg_us_56d98dcbe4b03a4056783276,You'll wanna dance with somebody.,2016-03-04
ENTERTAINMENT,Tina Fey And Amy Poehler Poke Fun At 'Star Wars' In Hilarious 'Sisters' Promo,Julia Brucculieri,https://www.huffingtonpost.com/entry/tina-fey-amy-poehler-sisters-promo-star-wars_us_566099f9e4b08e945fee8785,"These ""Sisters"" may very well win the opening day battle on Dec. 18.",2015-12-03
ENTERTAINMENT,Brace Yourself For A Third Kanye West Album This Year,Bill Bradley,https://www.huffingtonpost.com/entry/3-kanye-west-albums-this-year_us_56e44b88e4b065e2e3d62aa6,The rapper teases another one could be on the way.,2016-03-12
ENTERTAINMENT,Leah Remini Celebrates 'Amazing First Week' On 'Kevin Can Wait' After Casting Switch-Up,Leigh Blickley,https://www.huffingtonpost.com/entry/leah-remini-celebrates-amazing-first-week-on-kevin-can-wait-after-casting-switch-up_us_59905c4de4b09096429799e0,The actress is now starring on the CBS sitcom after Erinn Hayes' departure.,2017-08-13
ENTERTAINMENT,'Mean Girls' Director Signs On For New Comedy,,https://www.huffingtonpost.com/entry/mean-girls_n_6126454.html,,2014-11-08
ENTERTAINMENT,SNL Tackles Racism With Spot-On 'Stranger Things' Parody,Julia Brucculieri,https://www.huffingtonpost.com/entry/snl-racism-stranger-things_us_57fa46f3e4b0e655eab524a9,Plus Kate McKinnon as Eleven and Lin-Manuel Miranda as Dustin.,2016-10-09
ENTERTAINMENT,Martha Stewart And Snoop Dogg Recreate That Sexy 'Ghost' Scene,Rebecca Shapiro,https://www.huffingtonpost.com/entry/martha-stewart-snoop-dogg-ghost_us_59a4ef60e4b0446b3b860fd1,So steamy.,2017-08-29
ENTERTAINMENT,This STD Is Reportedly The Top Reason People Can’t Get On ‘The Bachelor’,Elyse Wanshel,https://www.huffingtonpost.com/entry/herpes-the-bachelor-applicants_us_5a95bc24e4b0e6a52302049f,And more Americans have it than you would think.,2018-02-27
ENTERTAINMENT,No Other Musician Came Close To Making As Much Money As Taylor Swift In 2015,Julia Brucculieri,https://www.huffingtonpost.com/entry/no-other-musician-came-close-to-making-as-much-money-as-taylor-swift-in-2015_us_572b6975e4b016f37894dc49,They didn't even stand a chance.,2016-05-05
ENTERTAINMENT,Kristen Stewart: 'I Need To Breathe',,https://www.huffingtonpost.com/entry/kristen-stewart-might-tak_n_6554372.html,,2015-01-27
ENTERTAINMENT,'Booker's Place': Exploring the South's Troubled Legacy of Race,"Raymond De Felitta, Contributor
Director, 'Booker's Place: A Mississippi Story'",https://www.huffingtonpost.com/entry/bookers-place-exploring-t_us_5bb3ef48e4b066f8d251ee4b,Recently I was asked if I thought the tragedy of Trayvon Martin's killing would cause more people to take an interest in,2012-04-21
ENTERTAINMENT,Netflix Buys Comics Company Behind 'Kingsman' And 'Kick-Ass',Doha Madani,https://www.huffingtonpost.com/entry/netflix-buys-comic-company-millarwold_us_59888a65e4b07e7f2150d982,The purchase of Millarworld is the first-ever acquisition for Netflix.,2017-08-07
ENTERTAINMENT,Simon Helberg Arrives At Screen Actors Guild Awards With 'Refugees Welcome' Sign,Matthew Jacobs,https://www.huffingtonpost.com/entry/simon-helberg-refugees-welcome-sag-awards_us_588e8bb8e4b08a14f7e6c7d5,Helberg was protesting Donald Trump's executive order.,2017-01-30
ENTERTAINMENT,Here's What You Didn't See On 'The Bachelor Winter Games',"Emma Gray, Claire Fallon, and Nick Offenberg",https://www.huffingtonpost.com/entry/the-bachelor-winter-games-what-you-didnt-see_us_5a8743cce4b05c2bcacab5e8,Contestant Michael Garofola broke down the behind-the-scenes fun that ended up on the cutting room floor.,2018-02-16
ENTERTAINMENT,Drake's 'Too Much' Gets 'Fallon' Premiere Featuring Sampha And Backed By The Roots,Matthew Jacobs,https://www.huffingtonpost.com/entry/drake-too-much_us_5bb43932e4b066f8d2567d7d,"Drake is wasting no time in preparing for the Sept. 24 release of ""Nothing Was the Same."" The 26-year-old singer took to",2013-09-14
ENTERTAINMENT,"Beyonce and Jay Z: the Real Turtle Soup or the Mock?  (I Do Mean the Tales of Their ""Split."")","Liz Smith, ContributorColumnist",https://www.huffingtonpost.com/entry/beyonce-and-jay-z-the-rea_b_5647684.html,"The fact is, the question of whether or not this powerhouse couple is on the verge of breaking up -- at least according to 24/7 items via the New York Post -- has become a guilty pleasure over lunch or dinner, all over Manhattan.  And other places where gossip is taken seriously.",2014-08-04
ENTERTAINMENT,Can A Backstreet Boy Save The World?,Lauren Duca,https://www.huffingtonpost.com/entry/aj-mclean-live-together_us_561d42f2e4b028dd7ea54fc5,AJ McLean would like to try.,2015-10-14
ENTERTAINMENT,Jessica Chastain Looks Way Different These Days,,https://www.huffingtonpost.com/entry/jessica-chastain-gets-int_n_5573657.html,,2014-07-10
ENTERTAINMENT,The 8 Best Christmas Episodes On Netflix,Lily Karlin,https://www.huffingtonpost.com/entry/best-christmas-episodes-netflix_n_6291108.html,,2014-12-11
ENTERTAINMENT,"Amid Health Care Battle, Trump Takes Moment To Attack Snoop Dogg",Maxwell Strachan,https://www.huffingtonpost.com/entry/donald-trump-snoop-dogg-i-guess-whatever-everything-is-burning_us_58c93503e4b09e52f554d183,"He tweeted about the rapper, then the official POTUS account did, too.",2017-03-15
ENTERTAINMENT,Grading The Bloody Season Finale Of 'The Walking Dead',Ryan Buxton,https://www.huffingtonpost.com/entry/spoiler-alert-walking-dead_n_6971958.html,,2015-03-30
ENTERTAINMENT,Lourdes Leon Gives Us Major Madonna Vibes In Moody New Ad Campaign Pics,"Suzy Byrne, Yahoo Entertainment",https://www.huffingtonpost.com/entry/lourdes-leon-gives-us-major-madonna-vibes-in-moody-new-ad-campaign-pix_us_5b057bf5e4b05f0fc843be65,We will always think of Madonna‘s daughter Lourdes “Lola” Leon as this big-eyed little beauty.,2018-05-23
ENTERTAINMENT,Taylor Swift Fans Are Predictably Trolling Kim Kardashian With Snakes,Julia Brucculieri,https://www.huffingtonpost.com/entry/kim-kardashian-taylor-swift-snakes_us_59a03980e4b06d67e3373690,Look what she made them do.,2017-08-25
ENTERTAINMENT,Watch Jake Gyllenhaal Steel Himself For A Bloody Battle In This Exclusive 'Southpaw' Clip,Matthew Jacobs,https://www.huffingtonpost.com/entry/southpaw-clip_us_55afb5b6e4b0a9b948532aa4,"Seeing Jake Gyllenhaal's pristine face take a beating might be traumatizing for some, so allow us to prepare you. The Huffington",2015-07-22
ENTERTAINMENT,Stephen Colbert Leads 360-Degree Tour Of His Studio For The Superfans,Todd Van Luling,https://www.huffingtonpost.com/entry/stephen-colbert-360-tour_us_5931819be4b0c242ca236439,"If you love Colbert, you might want to watch this video a few times.",2017-06-02
ENTERTAINMENT,Lee Daniels 'Butler' Letter To Warner Bros.: 'I Am Heartbroken',,https://www.huffingtonpost.com/entry/lee-daniels-butler-letter_us_5bb42f6ee4b066f8d255e028,"The battle between Warner Bros. and The Weinstein Company over the ""The Butler"" took another turn on Wednesday when director",2013-07-04
WORLD NEWS,Japan Moves Toward Passing Bill That Would Expand Definition Of Rape,"Linda Sieg and Ami Miyazaki, Reuters",https://www.huffingtonpost.com/entry/japan-rape-law_us_593fffdee4b02402687cf64f,Many victims stay silent from shame or fear of criticism.,2017-06-13
WORLD NEWS,This Syrian Toddler Was Named After His Uncle. The War Killed Them Both.,Rowaida Abdelaziz,https://www.huffingtonpost.com/entry/syria-idlib-bombing-child-killed_us_59dbcd26e4b0b34afa5b68b7,"“His siblings are in disbelief over the loss of their baby brother.""",2017-10-11
WORLD NEWS,Iraqi Forces Launch Final Assault On ISIS-Held Mosul,"Hamuda Hassan and Maher Chmaytelli, Reuters",https://www.huffingtonpost.com/entry/iraqi-forces-launch-final-assault-on-isis-held-mosul_us_59468386e4b01eab7a2e4f6d,"“This will be a terrifying time for around 100,000 people still trapped in Mosul’s Old City.""",2017-06-18
WORLD NEWS,Physician Says Racist 'White Doctor' Rant Reflects Larger Issue In Canada,Carla Herreria,https://www.huffingtonpost.com/entry/physician-reacts-white-doctor-canada_us_594b1f7ee4b01cdedf00448f,"""When someone accuses you that way or treats you that way, you feel like an alien.”",2017-06-22
WORLD NEWS,Dozens Killed After Fire Engulfs Busy Russian Shopping Mall,"Andrew Osborn and Christian Lowe, Reuters",https://www.huffingtonpost.com/entry/shopping-mall-russia-fire_us_5ab7c6cfe4b0decad04b1e4a,The blaze was one of the deadliest in Russia since the break-up of the Soviet Union.,2018-03-25
